date,value
11/5/2016,707.51
11/6/2016,714.26
11/7/2016,710.74
11/8/2016,712.99
11/9/2016,740.05
11/10/2016,723.02
11/11/2016,718.32
11/12/2016,717.15
11/13/2016,705.26
11/14/2016,706.28
11/15/2016,715.72
11/16/2016,747.62
11/17/2016,755.64
11/18/2016,752.88
11/19/2016,756.24
11/20/2016,755.48
11/21/2016,741.72
11/22/2016,753.87
11/23/2016,752.25
11/24/2016,746.83
11/25/2016,741.65
11/26/2016,742.21
11/27/2016,739.02
11/28/2016,738.01
11/29/2016,737.47
11/30/2016,747.93
12/1/2016,758.27
12/2/2016,781.3
12/3/2016,778.25
12/4/2016,773.87
12/5/2016,773.47
12/6/2016,765.62
12/7/2016,771.54
12/8/2016,774.7
12/9/2016,774.53
12/10/2016,777.09
12/11/2016,774.8
12/12/2016,781.92
12/13/2016,788.46
12/14/2016,782.03
12/15/2016,781.43
12/16/2016,785.03
12/17/2016,792.51
12/18/2016,794.74
12/19/2016,793.61
12/20/2016,801.34
12/21/2016,834.28
12/22/2016,875.78
12/23/2016,925.12
12/24/2016,923.48
12/25/2016,899.65
12/26/2016,913.18
12/27/2016,940.05
12/28/2016,975.92
12/29/2016,979.4
12/30/2016,972.53
12/31/2016,963.74
1/1/2017,1003.08
1/2/2017,1031.39
1/3/2017,1044.08
1/4/2017,1159.42
1/5/2017,1191.1
1/6/2017,1046.81
1/7/2017,908.59
1/8/2017,942.72
1/9/2017,913.69
1/10/2017,914.87
1/11/2017,919.45
1/12/2017,826.25
1/13/2017,829
1/14/2017,835.09
1/15/2017,823.31
1/16/2017,834.53
1/17/2017,910.56
1/18/2017,917.5
1/19/2017,904.61
1/20/2017,899.4
1/21/2017,927.37
1/22/2017,937.52
1/23/2017,928.27
1/24/2017,924.14
1/25/2017,903.25
1/26/2017,919.33
1/27/2017,923.22
1/28/2017,923.91
1/29/2017,923.42
1/30/2017,923.05
1/31/2017,972.02
2/1/2017,989.11
2/2/2017,1013.52
2/3/2017,1033.87
2/4/2017,1045.9
2/5/2017,1043.63
2/6/2017,1044.64
2/7/2017,1061.93
2/8/2017,1078.97
2/9/2017,1088.99
2/10/2017,998.9
2/11/2017,1009.29
2/12/2017,1004.76
2/13/2017,1002.1
2/14/2017,1011.51
2/15/2017,1008.84
2/16/2017,1033.37
2/17/2017,1053.17
2/18/2017,1061.1
2/19/2017,1056.81
2/20/2017,1080.49
2/21/2017,1117.25
2/22/2017,1125.39
2/23/2017,1176.62
2/24/2017,1200.39
2/25/2017,1174.85
2/26/2017,1167.47
2/27/2017,1181.98
2/28/2017,1193.25
3/1/2017,1222.5
3/2/2017,1262.13
3/3/2017,1280.31
3/4/2017,1279.4
3/5/2017,1267.29
3/6/2017,1276
3/7/2017,1275.55
3/8/2017,1232.16
3/9/2017,1197.46
3/10/2017,1270.47
3/11/2017,1193.83
3/12/2017,1226.98
3/13/2017,1237.37
3/14/2017,1244.81
3/15/2017,1251.61
3/16/2017,1257.98
3/17/2017,1180.16
3/18/2017,1114.07
3/19/2017,1069.91
3/20/2017,1063.03
3/21/2017,1122.43
3/22/2017,1120.65
3/23/2017,1058.01
3/24/2017,1040.47
3/25/2017,975.76
3/26/2017,1007.96
3/27/2017,1046.4
3/28/2017,1064.65
3/29/2017,1055.13
3/30/2017,1049.29
3/31/2017,1074.92
4/1/2017,1091.72
4/2/2017,1107.59
4/3/2017,1151.74
4/4/2017,1156.44
4/5/2017,1135.09
4/6/2017,1188.37
4/7/2017,1186.58
4/8/2017,1184.98
4/9/2017,1197.21
4/10/2017,1190.34
4/11/2017,1208.07
4/12/2017,1207.14
4/13/2017,1205.89
4/14/2017,1190.8
4/15/2017,1188
4/16/2017,1187.22
4/17/2017,1194.9
4/18/2017,1217.57
4/19/2017,1215.51
4/20/2017,1240.79
4/21/2017,1235.94
4/22/2017,1235.56
4/23/2017,1232.2
4/24/2017,1250.94
4/25/2017,1267.58
4/26/2017,1294.83
4/27/2017,1319.7
4/28/2017,1331.28
4/29/2017,1327.2
4/30/2017,1347.91
5/1/2017,1434.32
5/2/2017,1473.9
5/3/2017,1492.77
5/4/2017,1608.91
5/5/2017,1618.03
5/6/2017,1578.8
5/7/2017,1596.72
5/8/2017,1723.35
5/9/2017,1833.49
5/10/2017,1788.44
5/11/2017,1873.93
5/12/2017,1856.15
5/13/2017,1812.99
5/14/2017,1831.42
5/15/2017,1812.8
5/16/2017,1785.94
5/17/2017,1864.05
5/18/2017,1904.48
5/19/2017,2004.52
5/20/2017,2084.73
5/21/2017,2119.08
5/22/2017,2303.9
5/23/2017,2320.82
5/24/2017,2523.72
5/25/2017,2763.71
5/26/2017,2573.79
5/27/2017,2260.2
5/28/2017,2267.34
5/29/2017,2307.05
5/30/2017,2301.96
5/31/2017,2311.08
6/1/2017,2448.39
6/2/2017,2488.55
6/3/2017,2581.91
6/4/2017,2585.89
6/5/2017,2686.81
6/6/2017,2999.91
6/7/2017,2869.38
6/8/2017,2815.3
6/9/2017,2901.71
6/10/2017,2950.99
6/11/2017,2996.6
6/12/2017,2997.26
6/13/2017,2789.04
6/14/2017,2786.83
6/15/2017,2534.71
6/16/2017,2539.92
6/17/2017,2685.19
6/18/2017,2662.1
6/19/2017,2662.85
6/20/2017,2763.45
6/21/2017,2772.01
6/22/2017,2723.74
6/23/2017,2765.17
6/24/2017,2757.94
6/25/2017,2682.26
6/26/2017,2615.25
6/27/2017,2552.45
6/28/2017,2603.98
6/29/2017,2588.83
6/30/2017,2559.25
7/1/2017,2515.27
7/2/2017,2514.28
7/3/2017,2595
7/4/2017,2631.59
7/5/2017,2622.65
7/6/2017,2616.72
7/7/2017,2916.14
7/8/2017,2571.34
7/9/2017,2635.49
7/10/2017,2537.16
7/11/2017,2413.47
7/12/2017,2423.71
7/13/2017,2425.22
7/14/2017,2363.25
7/15/2017,2231.14
7/16/2017,2058.77
7/17/2017,2230.49
7/18/2017,2387.61
7/19/2017,2397.17
7/20/2017,2900.7
7/21/2017,2838.41
7/22/2017,2862.42
7/23/2017,2832.18
7/24/2017,2777.26
7/25/2017,2768.08
7/26/2017,2610.76
7/27/2017,2693.32
7/28/2017,2897.45
7/29/2017,2808.76
7/30/2017,2758.53
7/31/2017,2889.62
8/1/2017,2921.35
8/2/2017,2762.53
8/3/2017,2813.31
8/4/2017,2899.33
8/5/2017,3290.01
8/6/2017,3293.29
8/7/2017,3397.68
8/8/2017,3484.85
8/9/2017,3422.76
8/10/2017,3453.45
8/11/2017,3679.72
8/12/2017,3949.92
8/13/2017,4208.39
8/14/2017,4325.13
8/15/2017,4455.97
8/16/2017,4381.23
8/17/2017,4484.7
8/18/2017,4370.13
8/19/2017,4243.26
8/20/2017,4196.29
8/21/2017,4109.14
8/22/2017,4128.76
8/23/2017,4255.78
8/24/2017,4376.39
8/25/2017,4455.7
8/26/2017,4379.28
8/27/2017,4416.59
8/28/2017,4403.93
8/29/2017,4625.68
8/30/2017,4626.52
8/31/2017,4736.05
9/1/2017,4892.01
9/2/2017,4975.04
9/3/2017,4714.08
9/4/2017,4591.63
9/5/2017,4427.84
9/6/2017,4617.25
9/7/2017,4655.04
9/8/2017,4661
9/9/2017,4308.82
9/10/2017,4245.44
9/11/2017,4261.67
9/12/2017,4344.65
9/13/2017,4131.98
9/14/2017,3920.6
9/15/2017,3733.45
9/16/2017,3808.84
9/17/2017,3664.81
9/18/2017,4079.23
9/19/2017,4094.07
9/20/2017,4031.39
9/21/2017,3916.42
9/22/2017,3758.27
9/23/2017,3819.21
9/24/2017,3796.15
9/25/2017,3950.25
9/26/2017,3969.89
9/27/2017,4210.05
9/28/2017,4279.31
9/29/2017,4214.63
9/30/2017,4358.43
10/1/2017,4403.74
10/2/2017,4470.23
10/3/2017,4432.47
10/4/2017,4352.31
10/5/2017,4362.64
10/6/2017,4413.27
10/7/2017,4443.88
10/8/2017,4624.14
10/9/2017,4878.71
10/10/2017,4922.17
10/11/2017,4873.73
10/12/2017,5446.91
10/13/2017,5840.3
10/14/2017,5837.7
10/15/2017,5852.48
10/16/2017,5776.23
10/17/2017,5800.35
10/18/2017,5603.82
10/19/2017,5744.35
10/20/2017,6060.11
10/21/2017,6194.88
10/22/2017,6076.26
10/23/2017,6075.59
10/24/2017,5935.52
10/25/2017,5754.33
10/26/2017,5976.8
10/27/2017,5988.39
10/28/2017,5876.72
10/29/2017,6255.71
10/30/2017,6214.99
10/31/2017,6470.43
11/1/2017,6767.31
11/2/2017,7367.33
11/3/2017,7461.29
11/4/2017,7492.86
11/5/2017,7617.48
11/6/2017,7445.77
11/7/2017,7253.32
11/8/2017,7776.42
11/9/2017,7446.83
11/10/2017,7312
11/11/2017,6873.15
11/12/2017,6625.05
11/13/2017,6811.19
11/14/2017,6764.98
11/15/2017,7342.25
11/16/2017,7967.38
11/17/2017,8004.59
11/18/2017,7884.99
11/19/2017,8101.91
11/20/2017,8336.86
11/21/2017,8348.66
11/22/2017,8302.26
11/23/2017,8267.4
11/24/2017,8374.16
11/25/2017,8790.92
11/26/2017,9522.93
11/27/2017,9818.35
11/28/2017,10125.7
11/29/2017,11517.4
11/30/2017,10801
12/1/2017,11046.7
12/2/2017,11320.2
12/3/2017,11858.7
12/4/2017,11657.2
12/5/2017,12032
12/6/2017,14369.1
12/7/2017,17899.7
12/8/2017,18353.4
12/9/2017,16783
12/10/2017,15850.6
12/11/2017,17513.9
12/12/2017,17781.8
12/13/2017,17653.1
12/14/2017,17085.8
12/15/2017,18154.1
12/16/2017,19716.7
12/17/2017,20089
12/18/2017,19371
12/19/2017,19177.8
12/20/2017,17934.7
12/21/2017,17567.7
12/22/2017,15943.4
12/23/2017,15603.2
12/24/2017,14626
12/25/2017,14593
12/26/2017,16461.2
12/27/2017,16930.9
12/28/2017,15888.4
12/29/2017,15279
12/30/2017,14681.9
12/31/2017,14377.4
1/1/2018,14112.2
1/2/2018,15444.6
1/3/2018,15572.8
1/4/2018,15739.7
1/5/2018,17705.2
1/6/2018,17712.4
1/7/2018,17579.6
1/8/2018,16537.9
1/9/2018,15497.5
1/10/2018,14973.3
1/11/2018,15018.8
1/12/2018,14229.9
1/13/2018,14659.5
1/14/2018,14511.8
1/15/2018,14445.5
1/16/2018,13843.1
1/17/2018,11678
1/18/2018,12107.3
1/19/2018,11992.8
1/20/2018,13103
1/21/2018,12895.9
1/22/2018,11966.4
1/23/2018,11377.6
1/24/2018,11501.4
1/25/2018,11785.7
1/26/2018,11656.7
1/27/2018,11614.9
1/28/2018,12040.3
1/29/2018,11875.6
1/30/2018,11307.2
1/31/2018,10381.6
2/1/2018,10288.8
2/2/2018,9142.28
2/3/2018,9430.75
2/4/2018,9334.87
2/5/2018,8364.84
2/6/2018,7850.7
2/7/2018,8509.11
2/8/2018,8558.77
2/9/2018,8736.98
2/10/2018,9122.55
2/11/2018,8616.13
2/12/2018,8985.92
2/13/2018,8958.47
2/14/2018,9518.54
2/15/2018,10234.8
2/16/2018,10324.1
2/17/2018,11139.5
2/18/2018,11349.8
2/19/2018,11273.8
2/20/2018,11958.5
2/21/2018,11418.5
2/22/2018,11039.1
2/23/2018,10487.3
2/24/2018,10597.2
2/25/2018,9923.22
2/26/2018,10475
2/27/2018,10878.5
2/28/2018,11089.8
3/1/2018,11052.3
3/2/2018,11189
3/3/2018,11528.2
3/4/2018,11512.6
3/5/2018,11704.1
3/6/2018,11500.1
3/7/2018,10929.5
3/8/2018,10147.4
3/9/2018,9466.35
3/10/2018,9531.32
3/11/2018,9711.89
3/12/2018,9937.5
3/13/2018,9470.38
3/14/2018,9355.85
3/15/2018,8428.35
3/16/2018,8585.15
3/17/2018,8346.53
3/18/2018,8245.51
3/19/2018,8675.87
3/20/2018,9051.02
3/21/2018,9177.37
3/22/2018,9100.71
3/23/2018,8879.62
3/24/2018,8996.18
3/25/2018,8682.01
3/26/2018,8530.08
3/27/2018,8232.78
3/28/2018,8122.89
3/29/2018,7994.33
3/30/2018,7276.66
3/31/2018,7207.85
4/1/2018,7060.95
4/2/2018,7135.47
4/3/2018,7530.94
4/4/2018,7469.88
4/5/2018,6933.82
4/6/2018,6857.49
4/7/2018,7050.54
4/8/2018,7111.56
4/9/2018,7178.11
4/10/2018,6872.41
4/11/2018,6968.32
4/12/2018,7899.23
4/13/2018,8183.96
4/14/2018,8140.71
4/15/2018,8338.42
4/16/2018,8371.15
4/17/2018,8285.96
4/18/2018,8197.8
4/19/2018,8298.69
4/20/2018,8880.23
4/21/2018,8997.57
4/22/2018,9001.64
4/23/2018,8958.55
